0,1
505256382,145055062555
506017842,212641675376
506017842,284300559123
506017842,104266592953439
506017842,113791238657176
506017842,271949099544494
506017842,478375928843489
507831635,6798562721
507831635,8062627951
507831635,19440638720
507831635,420796315726
507831635,103622369714881
507831635,114050161948682
507831635,119605611449682
507831635,278352595529421
508128767,160729029892
512576731,7220821999
512576731,16565655722
512576731,60878984298
512576731,103871055685
512576731,280604969315
512576731,103622369714881
512576731,137923242939959
512576731,140914455984972
512576731,148362335223958
512576731,185332328194898
512576731,192169930808550
512576731,209073435769957
512576731,434028116629128
512576731,606721589343692
513700664,91753888816
513700664,160729029892
513700664,103622369714881
513700664,113791238657176
513700664,133880733349264
513700664,179609608748134
513700664,185332328194898
513700664,263629920398785
513700664,606721589343692
514028447,145055062555
516131966,91753888816
516131966,280604969315
516131966,103622369714881
516131966,113791238657176
516131966,120674707992667
516131966,143339939020436
516131966,168576166526630
516131966,185332328194898
517053771,9432520138
517053771,145055062555
517053771,160729029892
517053771,103622369714881
517053771,185332328194898
518614313,185332328194898
518989149,185332328194898
518989149,460958710606468
520350697,8411712370
520350697,23497828950
520350697,133880733349264
520350697,181878895246029
520350697,222808907761111
522053048,145055062555
522441633,5170395767
522441633,6624036650
522441633,91753888816
522441633,369904272838
522441633,133880733349264
522441633,168576166526630
522441633,181878895246029
523286520,5645523675
523286520,6604386669
523286520,148362335223958
523286520,185332328194898
523286520,274655355926184
523379286,6020654822
523379286,6604386669
523379286,163498137011516
523379286,168576166526630
523379286,181878895246029
525051284,160729029892
525051284,280604969315
525051284,103622369714881
525051284,120674707992667
525051284,133880733349264
525051284,140914455984972
525079147,91753888816
525079147,143789693218
525079147,145055062555
525079147,160729029892
525079147,103622369714881
525079147,145939648801809
525079147,148362335223958
525079147,150159735044396
525079147,168576166526630
525079147,185332328194898
526227650,145055062555
526227650,137923242939959
526227650,478375928843489
527308345,160729029892
527308345,103622369714881
527308345,137923242939959
527775576,145055062555
527775576,280604969315
527775576,137923242939959
528165654,91753888816
528165654,152712952829
528586401,145055062555
528586401,290723563370
528586401,150159735044396
529301944,19061333123
529861183,103622369714881
529861183,133880733349264
529861183,185332328194898
529861183,374616412630214
529898706,229850487381
529898706,185332328194898
530326170,111313482244832
530326170,179609608748134
531408047,137923242939959
531408047,179609608748134
532834742,145055062555
532834742,103622369714881
532834742,133880733349264
532834742,148362335223958
533139455,179609608748134
533139455,181878895246029
533582858,19061333123
533582858,47246477966
533582858,129446698464
533582858,233825010580
533582858,135922659784530
533582858,148362335223958
533582858,181878895246029
533582858,210175362364245
533758470,160729029892
535235614,20531316728
535235614,113782748699511
535235614,185332328194898
538405242,103871055685
538405242,280604969315
538405242,318068747535
538405242,103622369714881
538405242,114364638621903
538405242,115849585120878
538405242,148362335223958
538405242,150159735044396
538405242,164305410295882
538405242,184289921605682
538405242,185332328194898
538405242,384582714967081
540296469,91753888816
540296469,103622369714881
540296469,119605611449682
540296469,137923242939959
540296469,148362335223958
540296469,185332328194898
540296469,374616412630214
541350193,369904272838
541350193,103622369714881
541350193,133880733349264
541350193,185332328194898
542984313,145055062555
546671459,369904272838
546671459,103622369714881
546671459,185332328194898
548626415,7382473689
548626415,160729029892
548626415,174474359217
548626415,369904272838
548626415,105923789463852
548626415,198317336853861
549404299,7724542745
549404299,64760994940
549404299,81221197163
549404299,143789693218
549404299,160729029892
549404299,191027189287
549404299,205051538675
549404299,280573964326
549404299,103622369714881
549404299,148362335223958
549404299,179609608748134
549404299,184289921605682
549404299,185332328194898
549404299,232851503423578
549620690,6815841748
549620690,160729029892
